id	work_id	work	year	source_locator	source_witness_sha256	mathlib_coverage	mathlib_declarations	local_contribution	local_declaration	build_status	receipt	axioms	qa_effect	limitations
NOETH-1923-ADI-MODULE-LINEAR-FORMS-FINITENESS	P23	Algebraische und Differentialinvarianten	1923	line 13600	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Module.Finite; Submodule.fg_of_isNoetherian; IsNoetherianModule	NONE		audit_complete_no_local_code			neutral	The common module-from-linear-forms theorem is reported as the arithmetic core of finite ideal bases; a literal historical formulation is not given in this survey.
NOETH-1923-ADI-FINITE-POLYNOMIAL-DOMAIN-IDEAL-BASIS	P23	Algebraische und Differentialinvarianten	1923	line 13600	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Algebra.FiniteType; isNoetherian_of_fg; Ideal.fg_of_isNoetherianRing	NONE		audit_complete_no_local_code			historical_terminology_recorded	A finitely generated polynomial subalgebra is Noetherian under the appropriate coefficient hypotheses; endlicher again means finitely generated, not finite-cardinality.
NOETH-1923-ADI-THEOREM-IV-INTEGRAL-FINITE-TYPE-IFF	P23	Algebraische und Differentialinvarianten	1923	line 13603	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	Algebra.FiniteType; Algebra.IsIntegral; Module.Finite; Algebra.Finite	NONE		qualified_restatement_required			review_statement_scope	The converse is false for a bare integral extension without finite-type or module-finite hypotheses; the polynomial-subdomain and rational-basis assumptions compressed by the source must be reconstructed.
NOETH-1923-ADI-THEOREM-IV-BASIS-COMPLETION	P23	Algebraische und Differentialinvarianten	1923	line 13603	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.adjoin; Algebra.IsIntegral; Module.Finite	NONE		dependency_graph_recorded			neutral	Extending generators of the finite subalgebra by a finite fundamental system of integral elements requires the missing finiteness hypotheses from theorem IV.
NOETH-1923-ADI-NULLCONE-FINITE-DEFINING-FAMILY	P23	Algebraische und Differentialinvarianten	1923	line 13604	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.fg_of_isNoetherianRing; MvPolynomial.zeroLocus; invariant subring infrastructure	NONE		dependency_graph_recorded			neutral	The claim that finitely many invariants have the same common zero set as all invariants needs the strengthened invariant-ideal theorem and zero-locus semantics.
NOETH-1923-ADI-THEOREM-V-UNIFORM-EXPONENT	P23	Algebraische und Differentialinvarianten	1923	lines 13604–13606; theorem 5	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	Ideal.radical; Ideal.exists_radical_pow_le_of_fg; Ideal.pow_le_pow_right; MvPolynomial.vanishingIdeal_zeroLocus_eq_radical	PROMOTED_THEOREM	MathematicalCommons.Noether.AlgebraicDifferentialInvariants1923.exists_uniformExponent_of_le_radical; MathematicalCommons.Noether.AlgebraicDifferentialInvariants1923.exists_uniformExponent_of_vanishingOn_zeroLocus	built_v4.31.0	artifacts/build/MathematicalCommons-Noether-AlgebraicDifferentialInvariants1923-20260825T0400290494887-4afb1564.module.receipt.json	propext; Classical.choice; Quot.sound	historical_terminology_recorded	One positive exponent is chosen from a before every b; the zero-locus form uses finite variables over a field and zeros in an algebraically closed extension. This is not Hentzelt's later effective bound.
NOETH-1923-ADI-INVARIANT-NULLCONE-DEGREE-BOUND	P23	Algebraische und Differentialinvarianten	1923	line 13607	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	graded polynomial and finite-generation infrastructure only	NONE		dependency_graph_recorded			neutral	The degree and cardinality bounds for nullcone-defining invariants depend only on degrees of the ground forms and require effective geometric invariant theory.
NOETH-1923-ADI-DETERMINANT-INTEGRAL-CRITERION	P23	Algebraische und Differentialinvarianten	1923	line 13607	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.IsIntegral; Matrix.det; invariant-action infrastructure	NONE		dependency_graph_recorded			review_statement_scope	The numerical nullcone criterion says a nonzero invariant exists iff the substitution determinant is integral over transformed coefficients; its specialization and localization hypotheses are compressed.
NOETH-1923-ADI-HENTZELT-EXPONENT-BOUND	P23	Algebraische und Differentialinvarianten	1923	line 13609	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	effective polynomial ideal and degree-bound infrastructure only	NONE		dependency_graph_recorded			neutral	The report supplies no formula; Hentzelt's separate manuscript is needed for the computable coefficient-independent bound in terms of number and maximum degree of generators.
NOETH-1923-ADI-HENTZELT-INVARIANT-DEGREE-BOUND	P23	Algebraische und Differentialinvarianten	1923	line 13609	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	effective invariant-theory infrastructure only	NONE		dependency_graph_recorded			neutral	The resulting computable bound on degrees in an invariant basis depends on both the missing Hentzelt exponent bound and the invariant nullcone degree argument.
NOETH-1923-ADI-SUBGROUP-SIMULTANEOUS-REDUCTION	P23	Algebraische und Differentialinvarianten	1923	line 13611	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	restriction and induced-representation infrastructure only	NONE		qualified_restatement_required			review_statement_scope	The survey bundles orthogonal, motion, affine, semi-invariant, and translation cases and explicitly says the method's general reach is unresolved; individual source papers must supply hypotheses.
NOETH-1923-ADI-FISCHER-SUBGROUP-FINITENESS	P23	Algebraische und Differentialinvarianten	1923	line 13611	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	invariant-subring and dual-representation infrastructure only	NONE		qualified_restatement_required			review_statement_scope	The range of subgroups handled by Fischer's contragredient/conjugate argument is not specified in this passage; only the orthogonal example is named.
NOETH-1923-ADI-SEMIINVARIANT-SHARP-IDEAL-FAILURE	P23	Algebraische und Differentialinvarianten	1923	line 13611	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	semi-invariant and invariant-ideal infrastructure only	NONE		dependency_graph_recorded			neutral	A counterexample is asserted showing finite generation for a subgroup need not imply Hilbert theorem III's strengthened coefficient property; the example is not developed in the survey.
NOETH-1923-ADI-RELATIVELY-INTEGRAL-FUNCTION-PROBLEM	P23	Algebraische und Differentialinvarianten	1923	line 13613	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	Algebra.FiniteType; subalgebra and fraction-field infrastructure	NONE		blocked_source_statement			historical_open_problem_recorded	This is the historical Hilbert-fourteenth-problem question, open in 1923 and false in full generality; it must not be encoded as a theorem for arbitrary subrings.
NOETH-1923-ADI-FINITE-GROUP-RESOLVENT-BASIS	P23	Algebraische und Differentialinvarianten	1923	line 13613	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.IsInvariant.isIntegral; finite group actions; orbit-product infrastructure	NONE		dependency_graph_recorded			neutral	Modern integrality of a finite-group invariant extension is substrate; the explicit Galois-resolvent coefficients and proof that they generate the invariant algebra remain to be packaged.
NOETH-1923-ADI-INTEGER-POLYNOMIAL-HILBERT-BASIS	P23	Algebraische und Differentialinvarianten	1923	line 13615	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	MvPolynomial.isNoetherianRing; Polynomial.isNoetherianRing; Ideal.fg_of_isNoetherianRing	NONE		audit_complete_no_local_code			neutral	The Hilbert basis theorem applies over the integers because the coefficient ring is Noetherian.
NOETH-1923-ADI-INTEGER-THEOREM-II	P23	Algebraische und Differentialinvarianten	1923	line 13615	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Algebra.FiniteType; graded subalgebra; integer Noetherian polynomial infrastructure	NONE		dependency_graph_recorded			neutral	The integral-coefficient persistence of the homogeneous ideal-basis/finite-generation equivalence needs the same source-shaped theorem II package over Z.
NOETH-1923-ADI-FINITE-ALGEBRA-IDEAL-DECOMPOSITION	P23	Algebraische und Differentialinvarianten	1923	line 13615 footnote	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.IsPrimary and Noetherian ideal infrastructure only	NONE		dependency_graph_recorded			historical_terminology_recorded	The footnote says general ideal-theory decomposition applies to finitely generated algebras; pinned Mathlib lacks the full primary-decomposition package, and finite again means finite type.
NOETH-1923-ADI-BINARY-INTEGRAL-INVARIANT-FINITENESS	P23	Algebraische und Differentialinvarianten	1923	line 13615	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	integer polynomial Noetherianity; bracket and finite-generation substrate only	NONE		dependency_graph_recorded			neutral	This cites Noether's 1919 theorem; the linear-factor and integral bracket-relation argument remains outside pinned Mathlib.
NOETH-1923-ADI-FINITE-GROUP-INTEGRAL-INVARIANT-FINITENESS	P23	Algebraische und Differentialinvarianten	1923	line 13615	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Algebra.IsInvariant.isIntegral; Algebra.FiniteType; finite group action infrastructure	NONE		audit_complete_no_local_code			neutral	Integrality and finite-type constituents exist in modern form; the source's integral polynomial specialization and existence-only proof need packaging.
NOETH-1923-ADI-COORDINATE-JET-ACTION	P23	Algebraische und Differentialinvarianten	1923	lines 13617–13620; equation (4)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	ContDiff; fderiv; iterated derivative and chain-rule infrastructure only	NONE		dependency_graph_recorded			neutral	Needs finite-order jet coordinates and the triangular Faà di Bruno action of coordinate changes on higher differentials.
NOETH-1923-ADI-COEFFICIENT-JET-ACTION	P23	Algebraische und Differentialinvarianten	1923	lines 13621–13630; equation (5)	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	polynomial representation and iterated derivative infrastructure only	NONE		dependency_graph_recorded			neutral	A formal theorem must construct the induced triangular action A_0, A_1, A_2, ... on coefficient jets of a homogeneous differential form.
NOETH-1923-ADI-FORMAL-JET-INDEPENDENCE	P23	Algebraische und Differentialinvarianten	1923	lines 13631–13636	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	MvPolynomial and jet-variable infrastructure only	NONE		dependency_graph_recorded			neutral	The source first treats coefficients, derivatives, coordinate differentials, and transformation derivatives as algebraically independent indeterminates; a jet polynomial ring must encode their sorts and symmetries.
NOETH-1923-ADI-SPECIALIZATION-REGULARITY	P23	Algebraische und Differentialinvarianten	1923	lines 13635–13636	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	LocalEquiv; ContDiffLocalEquiv; inverse-function infrastructure	NONE		audit_complete_no_local_code			neutral	Applying the formal theory to functions requires local invertibility and enough derivatives; modern local-diffeomorphism vocabulary exists, but no bridge to the proposed formal jet model does.
NOETH-1923-ADI-DIFFERENTIAL-TO-ALGEBRAIC-REDUCTION-PROBLEM	P23	Algebraische und Differentialinvarianten	1923	line 13638	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	jet group actions and induced representation infrastructure only	NONE		dependency_graph_recorded			neutral	The question asks whether adding new arguments reduces transformations (4)–(5) to GL and its induced coefficient actions; it becomes a theorem only through the constructions that follow.
NOETH-1923-ADI-LAGRANGE-POLAR-REPLACEMENT	P23	Algebraische und Differentialinvarianten	1923	line 13640	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	Euler-operator, polarization, and jet infrastructure only	NONE		dependency_graph_recorded			neutral	Replacing higher differentials by Euler expressions and their polarizations needs the formal variational calculus audited in P21 and a proof that all new rows transform cogrediently.
NOETH-1923-ADI-HIGHER-VARIATION-COEFFICIENT-REPLACEMENT	P23	Algebraische und Differentialinvarianten	1923	lines 13640–13643	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	higher derivative, variation, curvature, and covariant-derivative infrastructure only	NONE		dependency_graph_recorded			neutral	Replacing coefficient derivatives by coefficients of higher-variation normal forms and their covariant derivatives requires an inductive higher-variation elimination algebra.
NOETH-1923-ADI-OMEGA-ALGEBRAIC-TRANSFORMATION	P23	Algebraische und Differentialinvarianten	1923	lines 13642–13644	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Representation and invariant-tensor infrastructure only	NONE		dependency_graph_recorded			neutral	Once the Omega forms exist, their invariance and dependence only on first differential rows should imply that their coefficients obey algebraically induced GL transformations.
NOETH-1923-ADI-DIFFERENTIAL-REDUCTION-THEOREM	P23	Algebraische und Differentialinvarianten	1923	line 13644	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	no jet-level reduction theorem identified	NONE		dependency_graph_recorded			neutral	The headline reduction of differential invariant theory to algebraic invariant theory needs typed finite-order jets, the replacement equivalence, regularity hypotheses, and an invariant-ring comparison.
NOETH-1923-ADI-OMEGA-SERIES-TERMINATION	P23	Algebraische und Differentialinvarianten	1923	line 13646	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	graded polynomial degree and higher-variation infrastructure only	NONE		dependency_graph_recorded			neutral	For a degree-alpha homogeneous differential form the series is claimed to stop at Omega_alpha; this should become a graded-degree lemma after Omega_i is defined.
NOETH-1923-ADI-OMEGA-TWO-RIEMANN-CURVATURE	P23	Algebraische und Differentialinvarianten	1923	line 13646	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	curvature and covariant-derivative infrastructure only	NONE		dependency_graph_recorded			neutral	Identifying Omega_2 for quadratic forms with the Riemann curvature form requires the P21 coordinate construction and a coordinate-to-abstract curvature theorem.
NOETH-1923-ADI-NORMAL-COORDINATE-REDUCTION	P23	Algebraische und Differentialinvarianten	1923	line 13646	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	smooth-manifold, exponential-map, and connection infrastructure only	NONE		dependency_graph_recorded			neutral	The proof sketch needs Riemann normal-coordinate existence and a theorem that arbitrary coordinate changes induce linear transformations of the normal-coordinate jets at the base point.
NOETH-1923-ADI-CONNECTION-INDUCED-GROUP	P23	Algebraische und Differentialinvarianten	1923	line 13648	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	connection and polynomial transformation-law infrastructure only	NONE		dependency_graph_recorded			neutral	The source defines a transformation group by requiring expressions psi_i(d delta x, dx, delta x) to transform cogrediently; a modern structure must state the coefficient representation and linear-in-dx restriction.
NOETH-1923-ADI-CONNECTION-REDUCTION-OPEN	P23	Algebraische und Differentialinvarianten	1923	line 13648	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	connection and invariant-theory infrastructure only	NONE		blocked_source_statement			historical_open_problem_recorded	The source explicitly asks whether a general reduction theorem exists for a connection not arising from a variational problem and says no general approach was known.
NOETH-1923-ADI-WEITZENBOCK-LOW-ORDER-REDUCTION	P23	Algebraische und Differentialinvarianten	1923	line 13648	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	connection and low-order invariant infrastructure only	NONE		qualified_restatement_required			review_statement_scope	The survey reports computational confirmation only for lowest-order invariants in Weyl's case; the orders, formulas, and hypotheses must come from Weitzenböck's cited papers.
HENTZELT-NOETHER-1923-EQUATIONS-22-23	P22	Zur Theorie der Polynomideale und Resultanten	1923	equations (22)–(23), Satz VII lines 13141–13160	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	FORMALIZED_GAP	Polynomial.degreeLT; Polynomial.degreeLTEquiv; Polynomial.mem_degreeLT; Ideal.restrictScalars; Ideal.span; Submodule.disjoint_def; Polynomial.eq_zero_of_dvd_of_degree_lt	PROMOTED_THEOREM	MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.boundedPart; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.principalTail; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.regularRemainder_mem_ideal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.regularRemainder_mem_boundedPart; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.regularCoefficientVector; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.regularRemainder_eq_sum_monomial; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.finSuccEquiv_eq_sum_monomial_add_mul_regularQuotient; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.regularIdeal_eq_boundedPart_sup_principalTail; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.monicPrincipalTail; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.principalTail_eq_monicPrincipalTail; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.boundedPart_disjoint_principalTail; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.boundedPart_inf_principalTail_eq_bot; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.RegularIdealDecomposition.regularIdeal_eq_internal_sup	built_v4.31.0	artifacts/build/claim-P22-equations-22-23-20260826T0128334961800-2e82e4f7.json	propext; Classical.choice; Quot.sound	neutral	Promoted exact equations (22)–(23) for a supplied degree-k polynomial regular in x₁: finite remainder coefficient vectors, containing-ideal decomposition into bounded part plus the principal tail, equality with the monic tail, and zero intersection/internal sum. FirstGroundPairedQuotient gives the actual cutoff-one ideal quotient; FirstLinearFormModules supplies its source-modeled ξ/ζ coordinate realization and quotient chain. Line 13162's exact ground-module saturation and unlocalized full-rank consequences are promoted separately. Later C^(i), historical instantiation of equation (24), the full infinite-tail elementary-divisor statement, primitive stage resultants, and auxiliary-choice independence remain open.
HENTZELT-NOETHER-1923-GENERIC-REGULARITY-SCAFFOLD	P22	Zur Theorie der Polynomideale und Resultanten	1923	equation (12), Definition IV and lines 13004–13039	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	FORMALIZED_GAP	MvPolynomial.IsHomogeneous.eval₂; MvPolynomial.IsHomogeneous.map; MvPolynomial.IsHomogeneous.totalDegree; MvPolynomial.eval₂AlgHom; MvPolynomial.algHom_ext; Finsupp.single_left_injective	PROMOTED_THEOREM	MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.lowerImage_isHomogeneous; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.lowerUnitriangularEquiv_isHomogeneous; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.regularity_of_homogeneous; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.ParameterField; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform_isHomogeneous; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericLeadingCoefficient; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform_isRegularInDegree_of_leadingCoefficient_ne_zero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.firstDehomogenization; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.eval_firstAxis_eq_purePowerCoefficient; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.firstDehomogenization_ne_zero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.firstColumnParameter; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.firstColumnParameter_injective; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.firstColumnValue; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.firstColumnValue_algebraicIndependent; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.eval_firstAxis_lowerImage; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.eval_firstAxis_independentGenericTransform; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.aeval_firstDehomogenization; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericLeadingCoefficient_eq_aeval_firstDehomogenization; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericLeadingCoefficient_ne_zero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform_isRegularInDegree; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.topHomogeneousComponent; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.topHomogeneousComponent_isHomogeneous; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.topHomogeneousComponent_ne_zero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.homogeneousComponent_totalDegree_eq_top; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform_totalDegree_le; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericLeadingCoefficient_eq_topHomogeneousComponent; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericLeadingCoefficient_totalDegree_ne_zero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform_totalDegree; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform_isRegular; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericTransform_mem_independentGenericTransformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.exists_regular_member_independentGenericTransformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialLowerMatrix; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialLowerMatrix_of_lt; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialLowerMatrix_of_not_lt; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialLowerUnitriangularEquiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialTransformHom; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialTransform; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.map_parameterPolynomialLowerMatrix; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.map_parameterPolynomialLowerImage; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.map_parameterPolynomialTransform; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialLeadingCoefficient; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.map_parameterPolynomialLeadingCoefficient; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialLeadingCoefficient_totalDegree_ne_zero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialTransform_totalDegree; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.parameterPolynomialTransform_isRegular; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.exists_evaluation_parameterPolynomialTransforms_isRegular_charZero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedLowerMatrix; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedLowerUnitriangularEquiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.eval_parameterPolynomialLowerMatrix; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.map_eval_parameterPolynomialLowerImage; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedParameterTransformHom; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedParameterTransform; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedParameterTransformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedParameterTransform_mem_specializedParameterTransformIdeal; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedParameterTransformHom_eq_equiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedParameterTransform_eq_equiv; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.specializedParameterTransform_mem_ideal_iff; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.exists_specialization_regular_member; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericLeadingCoefficient_X_zero; MathematicalCommons.Noether.PolynomialIdealsAndResultants1923.GenericRegularity.independentGenericLeadingCoefficient_X_of_pos	built_v4.31.0	artifacts/build/claim-P22-finite-regularity-specialization-20260826T0527205736234-11e8edb4.json	propext; Classical.choice; Quot.sound	neutral	Completed equation-(12) generic regularity and its characteristic-zero finite descent. The independent transform first arises over the polynomial parameter ring; its nonzero leading parameter polynomial can be specialized simultaneously for any finite family. Every finite assignment is identified with an actual lower-unitriangular algebra equivalence, so every nonzero ideal has a ground-field coordinate transform containing a polynomial regular in the first variable. Successive later-variable ground ideals, finite-stage quotient modules, Smith data, primitive resultants, compatible zeros, and multiplicities remain open.
